calle,calle filtrada,calle filtrada2,factor fiabilidad,gender,wikipedia
Carrer de Jean Mermoz,Jean Mermoz,,-1.0,Male,
Carrer de Joan Alcover,Joan Alcover,,-1.0,Male,
Carrer de Joan Alcover,Joan Alcover,,-1.0,Male,
Carrer de Joan Amades,Joan Amades,,-1.0,Male,
Carrer de Joan Amigó i Barriga,Joan Amigó i Barriga,,-1.0,Male,
Carrer de Joan B. Cendrós,Joan B. Cendrós,,-1.0,Male,
Carrer de Joan Batista Milà i Rebull,Joan Batista Milà i Rebull,,-1.0,Male,
Carrer de Joan Batlle,Joan Batlle,,-1.0,Male,
Carrer de Joan Batllori,Joan Batllori,,-1.0,Male,
Carrer de Joan Blanques,Joan Blanques,,-1.0,Male,
Carrer de Joan Cirera i Pons,Joan Cirera i Pons,,-1.0,Male,
Carrer de Joan Comorera,Joan Comorera,,-1.0,Male,
Carrer de Joan Cortada,Joan Cortada,,-1.0,Male,
Carrer de Joan d'Alòs,Joan Alòs,,-1.0,Male,
Carrer de Joan d'Alòs,Joan Alòs,,-1.0,Male,
Carrer de Joan d'Àustria,Joan Àustria,,-1.0,Male,
carrer de Joan d'Àustria,Joan Àustria,,-1.0,Male,
Carrer de Joan de Joanes,Joan de Joanes,,-1.0,Male,
Carrer de Joan de la Cierva,Joan Cierva,,-1.0,Male,
Carrer de Joan de Peguera,Joan de Peguera,,-1.0,Male,
Carrer de Joan Fernández i Comas,Joan Fernández i Comas,,-1.0,Male,
Carrer de Joan Ferrandiz,Joan Ferrandiz,,-1.0,Male,
Carrer de Joan Fillever,Joan Fillever,,-1.0,Male,
Carrer de Joan Fiveller,Joan Fiveller,,-1.0,Male,
Carrer de Joan Gamper,Joan Gamper,,-1.0,Male,
Carrer de Joan García Nieto,Joan García Nieto,,-1.0,Male,
Carrer de Joan Güell,Joan Güell,,-1.0,Male,
Carrer de Joan Güell,Joan Güell,,-1.0,Male,
Carrer de Joan I,Joan I,,-1.0,Male,
Carrer de Joan Junceda,Joan Junceda,,-1.0,Male,
Carrer de Joan Manén,Joan Manén,,-1.0,Male,
Carrer de Joan Maragall,Joan Maragall,,-1.0,Male,
Carrer de Joan Maragall,Joan Maragall,,-1.0,Male,
Carrer de Joan Massana,Joan Massana,,-1.0,Male,
Carrer de Joan Miró,Joan Miró,,-1.0,Male,
Carrer de Joan Miró,Joan Miró,,-1.0,Male,
Carrer de Joan Miró,Joan Miró,,-1.0,Male,
Carrer de Joan N. Garcia Nieto,Joan N. Garcia Nieto,,-1.0,Male,
Carrer de Joan Obiols,Joan Obiols,,-1.0,Male,
Carrer de Joan Olivé,Joan Olivé,,-1.0,Male,
Carrer de Joan Pallares,Joan Pallares,,-1.0,Male,
Carrer de Joan Parellada,Joan Parellada,,-1.0,Male,
Carrer de Joan Peiró,Joan Peiró,,-1.0,Male,
Carrer de Joan Ràfols,Joan Ràfols,,-1.0,Male,
Carrer de Joan Riera,Joan Riera,,-1.0,Male,
Carrer de Joan Sales,Joan Sales,,-1.0,Male,
Carrer de Joan Salvat Papasseit,Joan Salvat Papasseit,,-1.0,Male,
Carrer de Joan Salvat Papasseït,Joan Salvat Papasseït,,-1.0,Male,
Carrer de Joan Sebastia Elcano,Joan Sebastia Elcano,,-1.0,Male,
Carrer de Joan Torras,Joan Torras,,-1.0,Male,
carrer de Joan Valentí Escalas,Joan Valentí Escalas,,-1.0,Male,
Carrer de Joan Vandellós i Jardí,Joan Vandellós i Jardí,,-1.0,Male,
Carrer de Joan Vidal i Prat,Joan Vidal i Prat,,-1.0,Male,
Carrer de Joan Vinyoli,Joan Vinyoli,,-1.0,Male,
Carrer de Joan XXIII,Joan XXIII,,-1.0,Male,
Carrer de Joan XXIII,Joan XXIII,,-1.0,Male,
Carrer de Joaquim Auger,Joaquim Auger,,-1.0,Male,
Carrer de Joaquim Blume,Joaquim Blume,,-1.0,Male,
Carrer de Joaquim Castells,Joaquim Castells,,-1.0,Male,
Carrer de Joaquim Molins,Joaquim Molins,,-1.0,Male,
Carrer de Joaquim Montmany,Joaquim Montmany,,-1.0,Male,
carrer de Joaquim Puig i Pidemunt,Joaquim Puig i Pidemunt,,-1.0,Male,
Carrer de Joaquim Rubió i Ors,Joaquim Rubió i Ors,,-1.0,Male,
Carrer de Joaquim Sostres,Joaquim Sostres,,-1.0,Male,
Carrer de Joaquim Valls,Joaquim Valls,,-1.0,Male,
Carrer de Joaquim Valls,Joaquim Valls,,-1.0,Male,
Carrer de Jorge Loring,Jorge Loring,,-1.0,Male,
Carrer de Jorge Manrique,Jorge Manrique,,-1.0,Male,
Carrer de Josep Maria de Sagarra,Josep Maria de Sagarra,,-1.0,Male,
Carrer de Josep Maria de Segarra,Josep Maria de Segarra,,-1.0,Male,
Carrer de Josep Maria Lladó,Josep Maria Lladó,,-1.0,Male,
Carrer de Josep Maria Pi i Sunyer,Josep Maria Pi i Sunyer,,-1.0,Male,
Carrer de Josep Maria Pujol,Josep Maria Pujol,,-1.0,Male,
Carrer de Josep Maria Pujol,Josep Maria Pujol,,-1.0,Male,
Carrer de Josep Maria Sert,Josep Maria Sert,,-1.0,Male,
Carrer de Josep Maria Ventura,Josep Maria Ventura,,-1.0,Male,
Carrer de l'Abat Teodor,Abat Teodor,,-1.0,Male,
carrer de l'Aviador Ruíz de Alda,Aviador Ruíz Alda,,-1.0,Male,
Carrer de l'Escultor Canet,Escultor Canet,,-1.0,Male,
Carrer de l'escultor Juli González,escultor Juli González,,-1.0,Male,
Carrer de l'Hostal de Sant Antoni,Hostal Sant Antoni,,-1.0,Male,
Carrer de l'Onze de Setembre,Onze Setembre,,-1.0,Male,
carrer de la Colònia de Sant Antoni,Colònia Sant Antoni,,-1.0,Male,
Carrer de la Duquessa d'Orleans,Duquessa Orleans,,-1.0,Male,
Carrer de la Font de Sant Miquel,Font Sant Miquel,,-1.0,Male,
Carrer de la Palma de Sant Just,Palma Sant Just,,-1.0,Male,
Carrer de la Riera de Sant Miquel,Riera Sant Miquel,,-1.0,Male,
Carrer de Lázaro Cárdenas,Lázaro Cárdenas,,-1.0,Male,
Carrer de Liuva,Liuva,,-1.0,Male,
Carrer de Lluc,Lluc,,-1.0,Male,
Carrer de Lluis Artó i Sancho,Lluis Artó i Sancho,,-1.0,Male,
Carrer de Lluís Muntadas,Lluís Muntadas,,-1.0,Male,
Carrer de Lluís Muntadas,Lluís Muntadas,,-1.0,Male,
Carrer de Lluis Nicolau,Lluis Nicolau,,-1.0,Male,
Carrer de Llull,Llull,,-1.0,Male,
Carrer de Manuel Moreno Mauricio,Manuel Moreno Mauricio,,-1.0,Male,
Carrer de Mendel,Mendel,,-1.0,Male,
Carrer de Messèn Antonio Tenas,Messèn Antonio Tenas,,-1.0,Male,
Carrer de Miguel Cervantes,Miguel Cervantes,,-1.0,Male,
Carrer de Miguel de Cervantes,Miguel de Cervantes,,-1.0,Male,
Carrer de Miguel Hernández,Miguel Hernández,,-1.0,Male,
Carrer de Miguel Hernández,Miguel Hernández,,-1.0,Male,
Carrer de Miguel Hernández,Miguel Hernández,,-1.0,Male,
Carrer de Miquel Angel,Miquel Angel,,-1.0,Male,
Carrer de Miquel Àngel,Miquel Àngel,,-1.0,Male,
Carrer de Miquel Àngel,Miquel Àngel,,-1.0,Male,
Carrer de Miquel Batlle,Miquel Batlle,,-1.0,Male,
Carrer de Miquel Bleach,Miquel Bleach,,-1.0,Male,
Carrer de Miquel Coll i Alentorn,Miquel Coll i Alentorn,,-1.0,Male,
carrer de Miquel del Prat,Miquel Prat,,-1.0,Male,
Carrer de Miquel dels Sants Oliver,Miquel Sants Oliver,,-1.0,Male,
Carrer de Miquel Ferrà,Miquel Ferrà,,-1.0,Male,
Carrer de Miquel Reverter,Miquel Reverter,,-1.0,Male,
Carrer de Miquel Ros del Llor,Miquel Ros Llor,,-1.0,Male,
Carrer de Mir,Mir,,-1.0,Male,
Carrer de Mossen Jaume Soler i Puigvert,Mossen Jaume Soler i Puigvert,,-1.0,Male,
Carrer de Nicolás Maria Urgoiti,Nicolás Maria Urgoiti,,-1.0,Male,
Carrer de Pablo Iglesias,Pablo Iglesias,,-1.0,Male,
Carrer de Pablo Iglesias,Pablo Iglesias,,-1.0,Male,
Carrer de Pablo Iglesias,Pablo Iglesias,,-1.0,Male,
carrer de Pablo Iglesias,Pablo Iglesias,,-1.0,Male,
Carrer de Pablo Picasso,Pablo Picasso,,-1.0,Male,
Carrer de Pablo Sáez de Barés,Pablo Sáez de Barés,,-1.0,Male,
Carrer de Pedro Antonio de Alarcón,Pedro Antonio de Alarcón,,-1.0,Male,
carrer de Pere Quart,Pere Quart,,-1.0,Male,
Carrer de Pere Quart,Pere Quart,,-1.0,Male,
Carrer de Pere Quart,Pere Quart,,-1.0,Male,
Carrer de Pérez Galdós,Pérez Galdós,,-1.0,Male,
Carrer de Pérez Galdós,Pérez Galdós,,-1.0,Male,
Carrer de Perot lo Lladre,Perot lo Lladre,,-1.0,Male,
Carrer de Picasso,Picasso,,-1.0,Male,
Carrer de Picasso,Picasso,,-1.0,Male,
Carrer de Pierre de Coubertin,Pierre de Coubertin,,-1.0,Male,
Carrer de Plató,Plató,,-1.0,Male,
Carrer de Quevedo,Quevedo,,-1.0,Male,
Carrer de Ricard Güell,Ricard Güell,,-1.0,Male,
carrer de Ricard Strauss,Ricard Strauss,,-1.0,Male,
Carrer de Ricardo Calvo,Ricardo Calvo,,-1.0,Male,
Carrer de Riego,Riego,,-1.0,Male,
Carrer de Rivero,Rivero,,-1.0,Male,
Carrer de Robert Gerhard,Robert Gerhard,,-1.0,Male,
Carrer de Robert Robert,Robert Robert,,-1.0,Male,
Carrer de Roger,Roger,,-1.0,Male,
Carrer de Roger,Roger,,-1.0,Male,
Carrer de Sant Alexandre,Sant Alexandre,,-1.0,Male,
Carrer de Sant Antoni Maria Claret,Sant Antoni Maria Claret,,-1.0,Male,
Carrer de Sant Eduard,Sant Eduard,,-1.0,Male,
Carrer de Sant Joan,Sant Joan,,-1.0,Male,
Carrer de Sant Joan,Sant Joan,,-1.0,Male,
Carrer de Sant Joan Bosco,Sant Joan Bosco,,-1.0,Male,
Carrer de Sant Joan de la Creu,Sant Joan Creu,,-1.0,Male,
Carrer de Sant Joan de la Salle,Sant Joan Salle,,-1.0,Male,
Carrer de Sant Joan de Malta,Sant Joan de Malta,,-1.0,Male,
Carrer de Sant Joan Despí,Sant Joan Despí,,-1.0,Male,
Carrer de Sant Manuel,Sant Manuel,,-1.0,Male,
Carrer de Sant Tomas,Sant Tomas,,-1.0,Male,
Carrer de Santiago,Santiago,,-1.0,Male,
Carrer de Santiago Apòstol,Santiago Apòstol,,-1.0,Male,
Carrer de Santiago Ramon y Cajal,Santiago Ramon y Cajal,,-1.0,Male,
Carrer de Santiago Rusiñol,Santiago Rusiñol,,-1.0,Male,
Carrer de Santiago Rusiñol,Santiago Rusiñol,,-1.0,Male,
Carrer de Santiago Rusiñol,Santiago Rusiñol,,-1.0,Male,
carrer de Santiago Rusiñol,Santiago Rusiñol,,-1.0,Male,
Carrer de Sebastià Garriga,Sebastià Garriga,,-1.0,Male,
Carrer de Segimon,Segimon,,-1.0,Male,
Carrer de Ticià,Ticià,,-1.0,Male,
Carrer de Tomás Breton,Tomás Breton,,-1.0,Male,
Carrer de Tomás Bretón,Tomás Bretón,,-1.0,Male,
Carrer de Tomàs Mieres,Tomàs Mieres,,-1.0,Male,
Carrer de Tomàs Padró,Tomàs Padró,,-1.0,Male,
Carrer de Torres Clavé,Torres Clavé,,-1.0,Male,
Carrer de Trelawny,Trelawny,,-1.0,Male,
Carrer de Verdi,Verdi,,-1.0,Male,
Carrer de Vicent López,Vicent López,,-1.0,Male,
Carrer de Víctor Català,Víctor Català,,-1.0,Male,
Carrer de Victor Hugo,Victor Hugo,,-1.0,Male,
Carrer de Victor Hugo,Victor Hugo,,-1.0,Male,
Carrer de Virgili,Virgili,,-1.0,Male,
carrer de Virgili,Virgili,,-1.0,Male,
Carrer de Wellington,Wellington,,-1.0,Male,
Carrer de Wilson,Wilson,,-1.0,Male,
Carrer de Xifré,Xifré,,-1.0,Male,
carrer del Camí de Sant Iscle,carrer  Sant Iscle,,-1.0,Male,
Carrer del Cardenal Casañas,Cardenal Casañas,,-1.0,Male,
Carrer del cardenal Cisneros,cardenal Cisneros,,-1.0,Male,
Carrer del Cardenal de Sentmenat,Cardenal Sentmenat,,-1.0,Male,
Carrer del Cardenal Tedeschini,Cardenal Tedeschini,,-1.0,Male,
Carrer del Comte Borrell,Comte Borrell,,-1.0,Male,
Carrer del Comte Borrell,Comte Borrell,,-1.0,Male,
Carrer del Comte d'Urgell,Comte Urgell,,-1.0,Male,
Carrer del Comte de Sert,Comte Sert,,-1.0,Male,
Carrer del Comte Tallaferro,Comte Tallaferro,,-1.0,Male,
Carrer del Coronel Sanfeliu,Coronel Sanfeliu,,-1.0,Male,
Carrer del Coronel Sanfeliu,Coronel Sanfeliu,,-1.0,Male,
Carrer del Doctor Joaquim Pou,Doctor Joaquim Pou,,-1.0,Male,
Carrer del Doctor Robert,Doctor Robert,,-1.0,Male,
carrer del Doctor Robert,Doctor Robert,,-1.0,Male,
Carrer del Greco,Greco,,-1.0,Male,
Carrer del Greco,Greco,,-1.0,Male,
Carrer del Mestre Breton,Mestre Breton,,-1.0,Male,
Carrer del Mestre Candi,Mestre Candi,,-1.0,Male,
Carrer del Mestre Candi,Mestre Candi,,-1.0,Male,
Carrer del Mestre Joan Corrales,Mestre Joan Corrales,,-1.0,Male,
Carrer del Pare Mariana,Pare Mariana,,-1.0,Male,
Carrer del Pedró de la Creu,Pedró Creu,,-1.0,Male,
Carrer del Pintor Gimeno,Pintor Gimeno,,-1.0,Male,
Carrer del Pintor Isidre Nonell,Pintor Isidre Nonell,,-1.0,Male,
Carrer del Pintor Josep Pinos,Pintor Josep Pinos,,-1.0,Male,
Carrer del pintor Pablo Picasso,pintor Pablo Picasso,,-1.0,Male,
Carrer del pintor Soler Jordá,pintor Soler Jordá,,-1.0,Male,
Carrer del Prat d'en Rull,Prat en Rull,,-1.0,Male,
Carrer del President Lluis Companys,President Lluis Companys,,-1.0,Male,
Carrer del Príncep de Viana,Príncep Viana,,-1.0,Male,
Carrer del Profeta,Profeta,,-1.0,Male,
Carrer del Rector Ubach,Rector Ubach,,-1.0,Male,
Carrer dels Germans Serra,Germans Serra,,-1.0,Male,
Carrer Eduard Bagaria i Puig,Eduard Bagaria i Puig,,-1.0,Male,
Carrer Eusebi Güell,Eusebi Güell,,-1.0,Male,
Carrer Fèlix Just Oliveres,Fèlix Just Oliveres,,-1.0,Male,
Carrer Germà Estruch,Germà Estruch,,-1.0,Male,
Carrer Goya,Goya,,-1.0,Male,
Carrer Ignasi Iglesias,Ignasi Iglesias,,-1.0,Male,
Carrer Joan Antoni Samaranch,Joan Antoni Samaranch,,-1.0,Male,
Carrer Joan Bardina,Joan Bardina,,-1.0,Male,
Carrer Joan Burgada,Joan Burgada,,-1.0,Male,
Carrer Joan de Batlle,Joan Batlle,,-1.0,Male,
Carrer Joan Fuster i Ortells,Joan Fuster i Ortells,,-1.0,Male,
Carrer Joan Maragall,Joan Maragall,,-1.0,Male,
Carrer Joan Miró,Joan Miró,,-1.0,Male,
Carrer Joan Pagés,Joan Pagés,,-1.0,Male,
Carrer Joan Salvat i Papasseit,Joan Salvat i Papasseit,,-1.0,Male,
Carrer Joan XXIII,Joan XXIII,,-1.0,Male,
Carrer Joaquim Rubió i Ors,Joaquim Rubió i Ors,,-1.0,Male,
Carrer Juan de Toledo,Juan Toledo,,-1.0,Male,
Carrer Lluis de Requesens,Lluis Requesens,,-1.0,Male,
Carrer Marquès de la Mina,Marquès Mina,,-1.0,Male,
Carrer Miguel de Cervantes,Miguel Cervantes,,-1.0,Male,
Carrer Miguel Hernández,Miguel Hernández,,-1.0,Male,
Carrer Miguel Hernández,Miguel Hernández,,-1.0,Male,
Carrer Miquel,Miquel,,-1.0,Male,
carrer Pablo Picasso,Pablo Picasso,,-1.0,Male,
Carrer Pablo Picasso,Pablo Picasso,,-1.0,Male,
Carrer Pérez Galdós,Pérez Galdós,,-1.0,Male,
Carrer Pintor Mestre Castellví,Pintor Mestre Castellví,,-1.0,Male,
Carrer Pintor Mestre Castellví,Pintor Mestre Castellví,,-1.0,Male,
Carrer Prat de la Riba,Prat Riba,,-1.0,Male,
Carrer Príncep de Viana,Príncep Viana,,-1.0,Male,
Carrer Remigio Guix,Remigio Guix,,-1.0,Male,
Carrer Sant Daniel,Sant Daniel,,-1.0,Male,
Carrer Sant Joan,Sant Joan,,-1.0,Male,
Carrer Santiago Compostela,Santiago Compostela,,-1.0,Male,
Carrer Santiago Compostela,Santiago Compostela,,-1.0,Male,
Carrer Santiago Ramón y Cajal,Santiago Ramón y Cajal,,-1.0,Male,
Carrer Santiago Rusiñol,Santiago Rusiñol,,-1.0,Male,
Carrer Torres,Torres,,-1.0,Male,
Carrer Verdi,Verdi,,-1.0,Male,
Carrer Verdi,Verdi,,-1.0,Male,
Carrer Víctor Català,Víctor Català,,-1.0,Male,
Carrer Xandri,Xandri,,-1.0,Male,
Miquel Romeu,Miquel Romeu,,-1.0,Male,
Pas Fructuós Gelabert,Pas Fructuós Gebert,,-1.0,Male,
Passatge d'Àngel Guimerà,Àngel Guimerà,,-1.0,Male,
Passatge d'Apel·les Mestres,Apel·les Mestres,,-1.0,Male,
passatge d'Elvis Presley,Elvis Presley,,-1.0,Male,
Passatge d'Ignasi Iglesias,Ignasi Iglesias,,-1.0,Male,
Passatge de Carles Mercader,Carles Mercader,,-1.0,Male,
Passatge de Cristòfol Colom,Cristòfol Colom,,-1.0,Male,
Passatge de Cristòfol Llargués,Cristòfol Llargués,,-1.0,Male,
Passatge de Domingo,Domingo,,-1.0,Male,
Passatge de Felip Trapero,Felip Trapero,,-1.0,Male,
Passatge de Feliu,Feliu,,-1.0,Male,
Passatge de Goya,Goya,,-1.0,Male,
Passatge de Joan Brillas,Joan Brillas,,-1.0,Male,
Passatge de Joan Casas,Joan Casas,,-1.0,Male,
Passatge de Joan Goula,Joan Goula,,-1.0,Male,
Passatge de Joan Miró,Joan Miró,,-1.0,Male,
Passatge de Joaquim Rita,Joaquim Rita,,-1.0,Male,
Passatge de John Lennon,John Lennon,,-1.0,Male,
Passatge de Pablo Picasso,Pablo Picasso,,-1.0,Male,
Passatge de Quevedo,Quevedo,,-1.0,Male,
Passatge de Ricard Canals,Ricard Canals,,-1.0,Male,
Passatge de Ros i Güell,Ros i Güell,,-1.0,Male,
Passatge de Sant Daniel,Sant Daniel,,-1.0,Male,
Passatge de Sant Felip,Sant Felip,,-1.0,Male,
Passatge de Sant Joan,Sant Joan,,-1.0,Male,
Passatge de Sant Joan de Malta,Sant Joan de Malta,,-1.0,Male,
Passatge de Torres,Torres,,-1.0,Male,
Passatge del Compte de Borrel,Compte Borrel,,-1.0,Male,
Passatge del Patriarca,Patriarca,,-1.0,Male,
Passatge del Rector Oliveras,Rector Oliveras,,-1.0,Male,
Passatge Vicent Martín,Vicent Martín,,-1.0,Male,
Passeig de Joan Carles I,Joan Carles I,,-1.0,Male,
Passeig de Joan de Borbó,Joan de Borbó,,-1.0,Male,
Passeig de Joan de Borbó,Joan de Borbó,,-1.0,Male,
Passeig de Joan Salvat Papasseit,Joan Salvat Papasseit,,-1.0,Male,
Passeig de Picasso,Picasso,,-1.0,Male,
Passeig de Sant Joan,Sant Joan,,-1.0,Male,
Passeig de Sant Joan Bosco,Sant Joan Bosco,,-1.0,Male,
passeig de Sant Joan de Déu,passeig  Joan de Déu,,-1.0,Male,
Passeig President Josep Tarradellas,President Josep Tarradellas,,-1.0,Male,
Plaça d' Àngel Guimerà,Àngel Guimerà,,-1.0,Male,
Plaça d'Alfonso Comín,Alfonso Comín,,-1.0,Male,
Plaça d'Enric Granados,Enric Granados,,-1.0,Male,
Plaça d'Eusebi Güell,Eusebi Güell,,-1.0,Male,
Plaça de Carles Buigas,Carles Buigas,,-1.0,Male,
Plaça de Joan Fiveller,Joan Fiveller,,-1.0,Male,
Plaça de Joan Llongueras,Joan Llongueras,,-1.0,Male,
Plaça de Joan N. García-Nieto,Joan N. García-Nieto,,-1.0,Male,
Plaça de Joan Peiró,Joan Peiró,,-1.0,Male,
Plaça de Joan Sanromà i Font,Joan Sanromà i Font,,-1.0,Male,
Plaça de l'Àngel,Àngel,,-1.0,Male,
Plaça de Prat de la Riba,Prat Riba,,-1.0,Male,
Plaça de Sant Joan,Sant Joan,,-1.0,Male,
Plaça de sant Joan,sant Joan,,-1.0,Male,
Plaça del Cardenal Cicognani,Cardenal Cicognani,,-1.0,Male,
Plaça del Mossèn Joan Baranera,Mossèn Joan Baranera,,-1.0,Male,
Plaça Joaquim Xirau i Palau,Joaquim Xirau i Palau,,-1.0,Male,
Plaça Josep Maria Brull,Josep Maria Brull,,-1.0,Male,
Plaça Llorenç Presas,Llorenç Presas,,-1.0,Male,
Plaça Miguel de Unamuno,Miguel Unamuno,,-1.0,Male,
Plaça Xandri,Xandri,,-1.0,Male,
rambla de Sant Joan,rambla  Joan,,-1.0,Male,
Rambla Josep Maria Jujol,Josep Maria Jujol,,-1.0,Male,
Travessia de Sant Antoni,Travessia  Antoni,,-1.0,Male,
Avinguda d'Albert Bastardas,Albert Bastardas,,-0.99,Male,
Avinguda d'Albert Bastardas,Albert Bastardas,,-0.99,Male,
Avinguda del Cardenal Vidal i Barraquer,Cardenal Vidal i Barraquer,,-0.99,Male,
Carrer Cardenal Vidal i Barraquer,Cardenal Vidal i Barraquer,,-0.99,Male,
Carrer d'Albert Llanas,Albert Llanas,,-0.99,Male,
Carrer d'Ernest Lluch,Ernest Lluch,,-0.99,Male,
Carrer d'Ernest Lluch,Ernest Lluch,,-0.99,Male,
Carrer d'Ignasi de Solà-Morales i Rubió,Ignasi Solà-Morales i Rubió,,-0.99,Male,
Carrer de Felip II,Felip II,,-0.99,Male,
Carrer de Felip II,Felip II,,-0.99,Male,
carrer de Felip II,Felip II,,-0.99,Male,
Carrer de Felipe de Paz,Felipe de Paz,,-0.99,Male,
Carrer de Ferran Valls i Taverner,Ferran Valls i Taverner,,-0.99,Male,
Carrer de George R. Collins,George R. Collins,,-0.99,Male,
Carrer de John F. Kennedy,John F. Kennedy,,-0.99,Male,
Carrer de John M. Keynes,John M. Keynes,,-0.99,Male,
Carrer de Juan Bravo,Juan Bravo,,-0.99,Male,
Carrer de Juan Gris,Juan Gris,,-0.99,Male,
Carrer de Juan Manuel Duran,Juan Manuel Duran,,-0.99,Male,
Carrer de Juan Ramón Jiménez,Juan Ramón Jiménez,,-0.99,Male,
Carrer de Juan Ramón Jiménez,Juan Ramón Jiménez,,-0.99,Male,
Carrer de l'Arc de Sant Silvestre,Arc Sant Silvestre,,-0.99,Male,
Carrer de Los Castillejos,Los Castillejos,,-0.99,Male,
Carrer de Miquel de Ronacalí i Destefanís,Miquel de Ronacalí i Destefanís,,-0.99,Male,
Carrer de Miquel Peiró i Victori,Miquel Peiró i Victori,,-0.99,Male,
Carrer de Miquel Torelló i Pagès,Miquel Torelló i Pagès,,-0.99,Male,
Carrer de Rere Sant Just,Rere Sant Just,,-0.99,Male,
Carrer de Rios Rosas,Rios Rosas,,-0.99,Male,
Carrer de Sant Casimir,Sant Casimir,,-0.99,Male,
Carrer de Sant Casimir,Sant Casimir,,-0.99,Male,
Carrer de Vicenç Bou,Vicenç Bou,,-0.99,Male,
Carrer de Vidal i Guasch,Vidal i Guasch,,-0.99,Male,
Carrer del Doctor Brogueroles,Doctor Brogueroles,,-0.99,Male,
Carrer del Doctor Dou,Doctor Dou,,-0.99,Male,
Carrer del Doctor Fàbregas,Doctor Fàbregas,,-0.99,Male,
Carrer del Doctor Gimeno,Doctor Gimeno,,-0.99,Male,
carrer Doctor Modrego,Doctor Modrego,,-0.99,Male,
Carrer Ernest Lluch,Ernest Lluch,,-0.99,Male,
Carrer Felix Amat,Felix Amat,,-0.99,Male,
Carrer Ferran el Catòlic,Ferran el Catòlic,,-0.99,Male,
Carrer Roderich Robert,Roderich Robert,,-0.99,Male,
Carrer Victor Balaguer,Victor Balaguer,,-0.99,Male,
Carrer Victor Colomer,Victor Colomer,,-0.99,Male,
Carro Sant Ramon,Carro  Ramon,,-0.99,Male,
Gregorio López Raimundo,Gregorio López Raimundo,,-0.99,Male,
Passatge d'Albert Pinyol,Albert Pinyol,,-0.99,Male,
Passatge Felipe de Paz,Felipe Paz,,-0.99,Male,
Passeig de Juan Carlos I,Juan Carlos I,,-0.99,Male,
Plaça d'Albert Badia i Mur,Albert Badia i Mur,,-0.99,Male,
Plaça de John F. Kennedy,John F. Kennedy,,-0.99,Male,
Plaça de Miquel Casablancas i Joanico,Miquel Casablancas i Joanico,,-0.99,Male,
Plaça del Doctor Modrego,Doctor Modrego,,-0.99,Male,
Plaça del Doctor Moragas,Doctor Moragas,,-0.99,Male,
Ronda Ernest Lluch,Ernest Lluch,,-0.99,Male,
Carrer d'en Rubén Darío,en Rubén Darío,,-0.98,Male,
Carrer de Miquel Marti i Pol,Miquel Marti i Pol,,-0.98,Male,
Camí de Can Balasch,Can Balasch,,-0.97,Male,
camí de Can Balasch,Can Balasch,,-0.97,Male,
Camí de Can Boixeres,Can Boixeres,,-0.97,Male,
camí de Can Clos,Can Clos,,-0.97,Male,
Carrer d'Àngel J. Baixeras,Àngel J. Baixeras,,-0.97,Male,
carrer d'en Mossèn Anton Romeu,en Mossèn Anton Romeu,,-0.97,Male,
carrer de Can Clos,Can Clos,,-0.97,Male,
carrer de Can Guinart,Can Guinart,,-0.97,Male,
Carrer de Can Travi,Can Travi,,-0.97,Male,
Carrer de Can Trias,Can Trias,,-0.97,Male,
Carrer del Camí de Can Graner,Carrer  Can Graner,,-0.97,Male,
Carrer del Duc,Duc,,-0.97,Male,
Carrer del Duc de Rivas,Duc Rivas,,-0.97,Male,
Passeig del Camí de Can Gelabert,Passeig  Can Gelabert,,-0.97,Male,
Passeig del Pintor Bert,Pintor Bert,,-0.97,Male,
Carrer de Miquel Servet,Miquel Servet,,-0.96,Male,
Carrer del Misser Ferrer,Misser Ferrer,,-0.96,Male,
Carrer d'Ausias March,Ausias March,,-0.93,Male,
Carrer de Nicolau de Sant Climent,Nicolau de Sant Climent,,-0.92,Male,
Carrer d'Agustí Duran i Sanpere,Agustí Duran i Sanpere,,-0.91,Male,
Carrer de Crist Rei,Crist Rei,,-0.91,Male,
Carrer de Guifré el Pelós,Guifré el Pelós,,-0.91,Male,
Carrer Port de Rotterdam,Port Rotterdam,,-0.91,Male,
Carrer de Duran i Bas,Duran i Bas,,-0.9,Male,
Carrer de Duran i Jordà,Duran i Jordà,,-0.9,Male,
carrer de Feliu i Vegués,Feliu i Vegués,,-0.9,Male,
Carrer de Grau i Torras,Grau i Torras,,-0.9,Male,
Carrer Duran i Borell,Duran i Borell,,-0.9,Male,
Carrer de Guerau de Liost,Guerau de Liost,,-0.89,Male,
carrer de Mas Felip,Mas Felip,,-0.88,Male,
Carrer de Mir Geribert,Mir Geribert,,-0.88,Male,
Carrer del Pintor Mir,Pintor Mir,,-0.88,Male,
carrer del Pintor Mir,Pintor Mir,,-0.88,Male,
Passatge de Ventós Mir,Ventós Mir,,-0.88,Male,
Carrer d'Eugeni d'Ors,Eugeni d'Ors,,-0.87,Male,
Carrer d'Eugeni d'Ors,Eugeni d'Ors,,-0.87,Male,
carrer de l'arquitecte Mas,arquitecte Mas,,-0.84,Male,
Carrer de Torres i Amat,Torres i Amat,,-0.83,Male,
Carrer d'Agustí i Milà,Agustí i Milà,,-0.81,Male,
Carrer de la Volta d'en Dusai,Volta en Dusai,,-0.81,Male,
Carrer Llorens i Artigas,Llorens i Artigas,,-0.79,Male,
