calle,calle filtrada,calle filtrada2,factor fiabilidad,gender,wikipedia
Carrer d'En Blanco,En Blanco,,-0.78,Male,
Carrer Bonaventura Calopa,Bonaventura Calopa,,-0.77,Male,
Carrer d'en Domènec,en Domènec,,-0.77,Male,
Carrer de Bonaventura Aribau,Bonaventura Aribau,,-0.77,Male,
Carrer de Bonaventura Calopa,Bonaventura Calopa,,-0.77,Male,
Passatge del Mercat del Fondo,Mercat del Fondo,,-0.77,Male,
Plaça del Doctor Cararach Mauri,Doctor Cararach Mauri,,-0.77,Male,
Carrer d'en Boltres,en Boltres,,-0.75,Male,
Carrer d'en Guixeres,en Guixeres,,-0.75,Male,
Carrer d'en Llàstics,en Llàstics,,-0.75,Male,
Carrer d'en Mònec,en Mònec,,-0.75,Male,
Carrer d'en Rauric,en Rauric,,-0.75,Male,
Carrer d'en Roig,en Roig,,-0.75,Male,
Carrer d'en Rosic,en Rosic,,-0.75,Male,
Carrer d'en Rull,en Rull,,-0.75,Male,
Carrer d'en Santcliment,en Santcliment,,-0.75,Male,
Carrer de les Planes d'en Sunyol,Planes en Sunyol,,-0.75,Male,
Plaça d'en Joanic,en Joanic,,-0.75,Male,
grup d'habitatges Verge de la Salut,grup habitatges Verge  Salut,,-0.71,Male,
Carrer de Gonçal i Pons,Gonçal i Pons,,-0.69,Male,
Carrer d'Alexandre,Alexandre,,-0.68,Male,
Carrer del Rector Farrés i Poch,Rector Farrés i Poch,,-0.66,Male,
Carrer de Bori i Fontestà,Bori i Fontestà,,-0.59,Male,
C. de Jaume Manzanares Pons,C. deJaume Manzanares Pons,,-0.58,Male,
Carrer d'Agustí Mauri,Agustí Mauri,,-0.57,Male,
Carrer de Cornet i Mas,Cornet i Mas,,-0.57,Male,
Avinguda d'Adrià Gual,Adrià Gual,,-0.5,Male,
Avinguda d'Àlvarez Castro,Àlvarez Castro,,-0.5,Male,
Avinguda d'Anselm de Riu,Anselm Riu,,-0.5,Male,
Avinguda d'Antoni Griera,Antoni Griera,,-0.5,Male,
Avinguda de Ferran Alsina,Ferran Alsina,,-0.5,Male,
Avinguda de Francesc Cambó,Francesc Cambó,,-0.5,Male,
Avinguda de Francesc Ferrer i Guàrdia,Francesc Ferrer i Guàrdia,,-0.5,Male,
Avinguda de Francesc Macia,Francesc Macia,,-0.5,Male,
Avinguda de Francesc Macià,Francesc Macià,,-0.5,Male,
Avinguda de Francesc Macià,Francesc Macià,,-0.5,Male,
Avinguda de Frederic Rahola,Frederic Rahola,,-0.5,Male,
Avinguda de Gaudí,Gaudí,,-0.5,Male,
Avinguda de Jacint Esteva i Fontanet,Jacint Esteva i Fontanet,,-0.5,Male,
Avinguda de Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Avinguda de Josep Molins,Josep Molins,,-0.5,Male,
Avinguda de Josep Tarradellas,Josep Tarradellas,,-0.5,Male,
Avinguda de Lluís Companys,Lluís Companys,,-0.5,Male,
Avinguda de Lluís Companys,Lluís Companys,,-0.5,Male,
Avinguda de Manuel Azaña,Manuel Azaña,,-0.5,Male,
Avinguda de Manuel Azaña,Manuel Azaña,,-0.5,Male,
Avinguda de Manuel Florentín Pérez,Manuel Florentín Pérez,,-0.5,Male,
Avinguda de Martí Pujol,Martí Pujol,,-0.5,Male,
Avinguda de Mistral,Mistral,,-0.5,Male,
Avinguda de Pau Casals,Pau Casals,,-0.5,Male,
Avinguda de Pau Casals,Pau Casals,,-0.5,Male,
Avinguda de Pere Planas,Pere Planas,,-0.5,Male,
Avinguda de Ramon Frontera,Ramon Frontera,,-0.5,Male,
Avinguda de Salvador Allende,Salvador Allende,,-0.5,Male,
avinguda de Salvador Espriu,Salvador Espriu,,-0.5,Male,
Avinguda de Salvador Seguí,Salvador Seguí,,-0.5,Male,
avinguda de Sant Ignasi de Loiola,Sant Ignasi de Loiola,,-0.5,Male,
Avinguda de Sant Ildefons,Sant Ildefons,,-0.5,Male,
Avinguda de Sant Iscle,Sant Iscle,,-0.5,Male,
Avinguda de Sant Ramon Nonat,Sant Ramon Nonat,,-0.5,Male,
Avinguda de Sant Ramon Nonat,Sant Ramon Nonat,,-0.5,Male,
Avinguda de Severo Ochoa,Severo Ochoa,,-0.5,Male,
avinguda del Doctor Bassols,Doctor Bassols,,-0.5,Male,
Avinguda del Doctor Marañón,Doctor Marañón,,-0.5,Male,
Avinguda del Doctor Popuplana,Doctor Popuplana,,-0.5,Male,
Avinguda del General Prim,General Prim,,-0.5,Male,
avinguda del Marquès de Sant Mori,Marquès Sant Mori,,-0.5,Male,
Avinguda del Santuari de Sant Josep de la Muntanya,Santuari Sant Josep Muntanya,,-0.5,Male,
Avinguda dels Germans Gabrielistes,Germans Gabrielistes,,-0.5,Male,
Avinguda Francesc Macià,Francesc Macià,,-0.5,Male,
Avinguda Lluís Companys,Lluís Companys,,-0.5,Male,
Avinguda Lluís Companys - (Via Cornisa),Lluís Companys - (Via Cornisa),,-0.5,Male,
Avinguda Manuel Azaña,Manuel Azaña,,-0.5,Male,
Avinguda Manuel Azaña,Manuel Azaña,,-0.5,Male,
Avinguda Marques de Monistrol,Marques Monistrol,,-0.5,Male,
Avinguda Mossen Joaquim Catellví,Mossen Joaquim Catellví,,-0.5,Male,
Avinguda Olof Palme,Olof Palme,,-0.5,Male,
Avinguda Olof Palme,Olof Palme,,-0.5,Male,
Avinguda Pau Casals,Pau Casals,,-0.5,Male,
Avinguda Pere Planas,Pere Planas,,-0.5,Male,
Avinguda Ramon Berenguer IV,Ramon Berenguer IV,,-0.5,Male,
Baixada de Pere Rusiñol,Pere Rusiñol,,-0.5,Male,
Baixada de Sant Miquel,Sant Miquel,,-0.5,Male,
Camí antic de Sant Fost,antic Sant Fost,,-0.5,Male,
Camí Antic de Sant Llàtzer,Antic Sant Llàtzer,,-0.5,Male,
Camí de Cal Bitxot,Cal Bitxot,,-0.5,Male,
Camí de Cal Francès,Cal Francès,,-0.5,Male,
Camí de Cal Jover,Cal Jover,,-0.5,Male,
Camí de Cal Minguet,Cal Minguet,,-0.5,Male,
Camí de Cal Monés,Cal Monés,,-0.5,Male,
Camí de Cal Pau Redó,Cal Pau Redó,,-0.5,Male,
Camí de Cal Pelut,Cal Pelut,,-0.5,Male,
Camí de Cal Silet,Cal Silet,,-0.5,Male,
Camí de Gaudí,Gaudí,,-0.5,Male,
Camí de Sant Cugat,Sant Cugat,,-0.5,Male,
Camí de Sant Genís a Horta,Sant Genís a Horta,,-0.5,Male,
Camí del Cementiri de Sant Gervasi,Cementiri Sant Gervasi,,-0.5,Male,
Carrer Aleix Aguilera,Aleix Aguilera,,-0.5,Male,
carrer Alt de Sant Pere,Alt Sant Pere,,-0.5,Male,
Carrer Amadeu Vives,Amadeu Vives,,-0.5,Male,
Carrer Amadeu Vives,Amadeu Vives,,-0.5,Male,
carrer Ansel Tumeda,Ansel Tumeda,,-0.5,Male,
Carrer Anselm Clavé,Anselm Clavé,,-0.5,Male,
Carrer Anselm Clavé,Anselm Clavé,,-0.5,Male,
Carrer Antoni Gaudí,Antoni Gaudí,,-0.5,Male,
Carrer Antoni Sàbat Amat,Antoni Sàbat Amat,,-0.5,Male,
Carrer Antonio Machado,Antonio Machado,,-0.5,Male,
Carrer baix de Sant Pere,baix Sant Pere,,-0.5,Male,
Carrer Baldiri Aleu,Baldiri Aleu,,-0.5,Male,
Carrer Baltasar d'Espanya,Baltasar Espanya,,-0.5,Male,
Carrer Bartomeu Garcia i Subirà,Bartomeu Garcia i Subirà,,-0.5,Male,
Carrer Bartomeu Pi,Bartomeu Pi,,-0.5,Male,
Carrer Bosc d'en Joaquim Folguera,Bosc en Joaquim Folguera,,-0.5,Male,
Carrer Canonge Jaume Cullell,Canonge Jaume Cullell,,-0.5,Male,
Carrer d'Abd el-Kader,Abd el-Kader,,-0.5,Male,
Carrer d'Adrià Margarit,Adrià Margarit,,-0.5,Male,
Carrer d'Aguilar,Aguilar,,-0.5,Male,
carrer d'Agustí Montal,Agustí Montal,,-0.5,Male,
carrer d'Aleix Parés i Valls,Aleix Parés i Valls,,-0.5,Male,
Carrer d'Alexandre de Torrelles,Alexandre Torrelles,,-0.5,Male,
Carrer d'Alexandre el Gran,Alexandre el Gran,,-0.5,Male,
Carrer d'Alexandre Galí,Alexandre Galí,,-0.5,Male,
Carrer d'Alexandre Goicoechea,Alexandre Goicoechea,,-0.5,Male,
Carrer d'Alí Bei,Alí Bei,,-0.5,Male,
Carrer d'Alonso Cano,Alonso Cano,,-0.5,Male,
Carrer d'Aloy,Aloy,,-0.5,Male,
Carrer d'Alvarado,Alvarado,,-0.5,Male,
Carrer d'Amadeu Torner,Amadeu Torner,,-0.5,Male,
Carrer d'Amadeu Vives,Amadeu Vives,,-0.5,Male,
Carrer d'Amadeu Vives,Amadeu Vives,,-0.5,Male,
carrer d'Amadeu Vives,Amadeu Vives,,-0.5,Male,
Carrer d'Andreu Amat,Andreu Amat,,-0.5,Male,
Carrer d'Àngel Marquès,Àngel Marquès,,-0.5,Male,
Carrer d'Anníbal,Anníbal,,-0.5,Male,
Carrer d'Anselm Clavé,Anselm Clavé,,-0.5,Male,
Carrer d'Anselm Clavé,Anselm Clavé,,-0.5,Male,
carrer d'Anselm Clavé,Anselm Clavé,,-0.5,Male,
Carrer d'Antoine de Saint-Exupéry,Antoine Saint-Exupéry,,-0.5,Male,
Carrer d'Anton Fortuny,Anton Fortuny,,-0.5,Male,
Carrer d'Antoni Alberdi,Antoni Alberdi,,-0.5,Male,
carrer d'Antoni Botey,Antoni Botey,,-0.5,Male,
Carrer d'Antoni de Capmany,Antoni Capmany,,-0.5,Male,
carrer d'Antoni Figuerola,Antoni Figuerola,,-0.5,Male,
Carrer d'Antoni Gallisà Sogué,Antoni Gallisà Sogué,,-0.5,Male,
Carrer d'Antoni Gallisà Sogué,Antoni Gallisà Sogué,,-0.5,Male,
Carrer d'Antoni Gaudi,Antoni Gaudi,,-0.5,Male,
Carrer d'Antoni Gaudí,Antoni Gaudí,,-0.5,Male,
carrer d'Antoni Gaudí,Antoni Gaudí,,-0.5,Male,
Carrer d'Antoni Gilabert i Bonet,Antoni Gilabert i Bonet,,-0.5,Male,
carrer d'Antoni Pujades,Antoni Pujades,,-0.5,Male,
Carrer d'Antoni Rubió i Lluch,Antoni Rubió i Lluch,,-0.5,Male,
Carrer d'Antoni Tàpies,Antoni Tàpies,,-0.5,Male,
Carrer d'Antonio Machado,Antonio Machado,,-0.5,Male,
Carrer d'Antonio Machado,Antonio Machado,,-0.5,Male,
Carrer d'Antonio Ricardos,Antonio Ricardos,,-0.5,Male,
Carrer d'Apel·les Fenosa,Apel·les Fenosa,,-0.5,Male,
Carrer d'Arístides Maillol,Arístides Maillol,,-0.5,Male,
Carrer d'Arnau,Arnau,,-0.5,Male,
Carrer d'Arnau d'Oms,Arnau d'Oms,,-0.5,Male,
Carrer d'Arnau de Mercader,Arnau Mercader,,-0.5,Male,
Carrer d'Arnold Schönberg,Arnold Schönberg,,-0.5,Male,
Carrer d'Arquímedes,Arquímedes,,-0.5,Male,
Carrer d'Arquímedes,Arquímedes,,-0.5,Male,
carrer d'Eliseu Meifrèn,Eliseu Meifrèn,,-0.5,Male,
Carrer d'Emilio Herrera,Emilio Herrera,,-0.5,Male,
Carrer d'en Josep Serrano,en Josep Serrano,,-0.5,Male,
carrer d'en Xavier Nogués,en Xavier Nogués,,-0.5,Male,
Carrer d'Enric Barges,Enric Barges,,-0.5,Male,
Carrer d'Enric Borràs,Enric Borràs,,-0.5,Male,
carrer d'Enric Borràs,Enric Borràs,,-0.5,Male,
Carrer d'Enric Clarassó,Enric Clarassó,,-0.5,Male,
Carrer d'Enric Morera,Enric Morera,,-0.5,Male,
Carrer d'Enric Morera,Enric Morera,,-0.5,Male,
Carrer d'Enric Prat de la Riba,Enric Prat Riba,,-0.5,Male,
Carrer d'Enric Prat de la Riba,Enric Prat Riba,,-0.5,Male,
Carrer d'Enrique Tierno Galván,Enrique Tierno Galván,,-0.5,Male,
Carrer d'Erasme de Janer,Erasme Janer,,-0.5,Male,
Carrer d'Ernesto Che Guevara,Ernesto Che Guevara,,-0.5,Male,
Carrer d'Esteve Grau,Esteve Grau,,-0.5,Male,
Carrer d'Esteve Terradas,Esteve Terradas,,-0.5,Male,
Carrer d'Esteve Terradas,Esteve Terradas,,-0.5,Male,
Carrer d'Esteve Terradas,Esteve Terradas,,-0.5,Male,
Carrer d'Euclides,Euclides,,-0.5,Male,
Carrer d'Eusebi Soler,Eusebi Soler,,-0.5,Male,
Carrer d'Evarist Arnús,Evarist Arnús,,-0.5,Male,
Carrer d'Hernán Cortés,Hernán Cortés,,-0.5,Male,
carrer d'Hipólito Lázaro,Hipólito Lázaro,,-0.5,Male,
Carrer d'Homer,Homer,,-0.5,Male,
Carrer d'Horaci,Horaci,,-0.5,Male,
Carrer d'Isaac Peral,Isaac Peral,,-0.5,Male,
Carrer d'Isaac Peral,Isaac Peral,,-0.5,Male,
carrer d'Isaac Peral,Isaac Peral,,-0.5,Male,
carrer de Antoni Clapés,Antoni Clapés,,-0.5,Male,
carrer de Arno Jäger,Arno Jäger,,-0.5,Male,
Carrer de Badosa,Badosa,,-0.5,Male,
Carrer de Baldiri Reixac,Baldiri Reixac,,-0.5,Male,
carrer de Baldomer Galofre,Baldomer Galofre,,-0.5,Male,
Carrer de Baldomer Girona,Baldomer Girona,,-0.5,Male,
carrer de Baldomer Solà,Baldomer Solà,,-0.5,Male,
Carrer de Balmes,Balmes,,-0.5,Male,
Carrer de Baltasar Gracián,Baltasar Gracián,,-0.5,Male,
Carrer de Baltasar Oriol i Mercer,Baltasar Oriol i Mercer,,-0.5,Male,
Carrer de Bartolomé Esteban Murillo,Bartolomé Esteban Murillo,,-0.5,Male,
Carrer de Bartomeu Bermejo,Bartomeu Bermejo,,-0.5,Male,
Carrer de Beethoven,Beethoven,,-0.5,Male,
carrer de Beethoven,Beethoven,,-0.5,Male,
Carrer de Berenguer Mallol,Berenguer Mallol,,-0.5,Male,
Carrer de Bernat Bransi,Bernat Bransi,,-0.5,Male,
Carrer de Bertran,Bertran,,-0.5,Male,
Carrer de Bertrand i Serra,Bertrand i Serra,,-0.5,Male,
Carrer de Blai,Blai,,-0.5,Male,
Carrer de Bolívar,Bolívar,,-0.5,Male,
Carrer de Ca l'Alegre,Ca l'Alegre,,-0.5,Male,
Carrer de Ca l'Arana,Ca l'Arana,,-0.5,Male,
Carrer de Cal Bitxot,Cal Bitxot,,-0.5,Male,
Carrer de Cal Coracero,Cal Coracero,,-0.5,Male,
Carrer de Cal Lluquer,Cal Lluquer,,-0.5,Male,
Carrer de Cal Malet,Cal Malet,,-0.5,Male,
Carrer de Cal Nyepa,Cal Nyepa,,-0.5,Male,
Carrer de Cal Pi de l'Olla,Cal Pi Olla,,-0.5,Male,
Carrer de Cal Truco,Cal Truco,,-0.5,Male,
Carrer de Cal Xiquirrín,Cal Xiquirrín,,-0.5,Male,
Carrer de Campo Florido,Campo Florido,,-0.5,Male,
Carrer de Carlos Soldevila,Carlos Soldevila,,-0.5,Male,
Carrer de Castelló,Castelló,,-0.5,Male,
Carrer de Cervantes,Cervantes,,-0.5,Male,
Carrer de Cervantes,Cervantes,,-0.5,Male,
Carrer de Cervantes,Cervantes,,-0.5,Male,
carrer de Cervantes,Cervantes,,-0.5,Male,
Carrer de Chopin,Chopin,,-0.5,Male,
carrer de Chopin,Chopin,,-0.5,Male,
Carrer de Dalmau,Dalmau,,-0.5,Male,
Carrer de Damià Forment,Damià Forment,,-0.5,Male,
Carrer de Dante,Dante,,-0.5,Male,
Carrer de Dante,Dante,,-0.5,Male,
Carrer de Descartes,Descartes,,-0.5,Male,
Carrer de Dídac Priu,Dídac Priu,,-0.5,Male,
Carrer de Dr. Buxó,Dr. Buxó,,-0.5,Male,
Carrer de Federico García Lorca,Federico García Lorca,,-0.5,Male,
Carrer de Federico García Lorca,Federico García Lorca,,-0.5,Male,
carrer de Federico García Lorca,Federico García Lorca,,-0.5,Male,
carrer de Feliu Barbeta,Feliu Barbeta,,-0.5,Male,
Carrer de Feliu Casanova,Feliu Casanova,,-0.5,Male,
Carrer de Fernando Pessoa,Fernando Pessoa,,-0.5,Male,
Carrer de Fernando Pessoa,Fernando Pessoa,,-0.5,Male,
Carrer de Ferran,Ferran,,-0.5,Male,
Carrer de Fra Luis de Granada,Fra Luis de Granada,,-0.5,Male,
Carrer de Francesc Alegre,Francesc Alegre,,-0.5,Male,
Carrer de Francesc Balcells,Francesc Balcells,,-0.5,Male,
Carrer de Francesc Bolòs,Francesc Bolòs,,-0.5,Male,
Carrer de Francesc Cambó,Francesc Cambó,,-0.5,Male,
Carrer de Francesc Carbonell,Francesc Carbonell,,-0.5,Male,
Carrer de Francesc Ferres i Ferres,Francesc Ferres i Ferres,,-0.5,Male,
Carrer de Francesc Layret,Francesc Layret,,-0.5,Male,
Carrer de Francesc Layret,Francesc Layret,,-0.5,Male,
Carrer de Francesc Layret,Francesc Layret,,-0.5,Male,
Carrer de Francesc Llunell,Francesc Llunell,,-0.5,Male,
Carrer de Francesc Macià,Francesc Macià,,-0.5,Male,
Carrer de Francesc Mestres,Francesc Mestres,,-0.5,Male,
Carrer de Francesc Moragas,Francesc Moragas,,-0.5,Male,
Carrer de Francesc Moragas,Francesc Moragas,,-0.5,Male,
Carrer de Francesc Moragas i Barret,Francesc Moragas i Barret,,-0.5,Male,
Carrer de Francesc Pedra,Francesc Pedra,,-0.5,Male,
Carrer de Francesc Pérez-Cabrero,Francesc Pérez-Cabrero,,-0.5,Male,
Carrer de Francesc Pi i Margall,Francesc Pi i Margall,,-0.5,Male,
Carrer de Francesc Planas i Casals,Francesc Planas i Casals,,-0.5,Male,
Carrer de Francesc Pujols,Francesc Pujols,,-0.5,Male,
Carrer de Francesc Ribalta,Francesc Ribalta,,-0.5,Male,
Carrer de Francesc Tàrrega,Francesc Tàrrega,,-0.5,Male,
Carrer de Francesc Ubach Vinyeta,Francesc Ubach Vinyeta,,-0.5,Male,
Carrer de Francesc Vinyes,Francesc Vinyes,,-0.5,Male,
Carrer de Francisco Giner,Francisco Giner,,-0.5,Male,
Carrer de Frederic Cases,Frederic Cases,,-0.5,Male,
Carrer de Frederic Martí,Frederic Martí,,-0.5,Male,
Carrer de Frederic Mistral,Frederic Mistral,,-0.5,Male,
Carrer de Frederic Mompou,Frederic Mompou,,-0.5,Male,
carrer de Frederic Mompou,Frederic Mompou,,-0.5,Male,
Carrer de Frederic Prats,Frederic Prats,,-0.5,Male,
Carrer de Frederic Soler,Frederic Soler,,-0.5,Male,
Carrer de Gaietà Soler,Gaietà Soler,,-0.5,Male,
Carrer de Galceran Marquet,Galceran Marquet,,-0.5,Male,
Carrer de Galileu,Galileu,,-0.5,Male,
Carrer de Galileu,Galileu,,-0.5,Male,
Carrer de Garcilaso,Garcilaso,,-0.5,Male,
Carrer de Gaspar Casadó,Gaspar Casadó,,-0.5,Male,
Carrer de Gaspar Fàbregas i Roses,Gaspar Fàbregas i Roses,,-0.5,Male,
Carrer de Gerard Piera,Gerard Piera,,-0.5,Male,
Carrer de Gomis,Gomis,,-0.5,Male,
Carrer de González,González,,-0.5,Male,
Carrer de Gordi,Gordi,,-0.5,Male,
Carrer de Grau,Grau,,-0.5,Male,
carrer de Guillem Montcada,Guillem Montcada,,-0.5,Male,
Carrer de Gustavo Bécquer,Gustavo Bécquer,,-0.5,Male,
Carrer de Hipolit Lazaro,Hipolit Lazaro,,-0.5,Male,
Carrer de Ícar,Ícar,,-0.5,Male,
Carrer de Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Carrer de Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Carrer de Jacint Verdaguer,Jacint Verdaguer,,-0.5,Male,
Carrer de Jacinto Benavente,Jacinto Benavente,,-0.5,Male,
Carrer de Jacinto Benavente,Jacinto Benavente,,-0.5,Male,
Carrer de Jacinto Guerrero,Jacinto Guerrero,,-0.5,Male,
Carrer de Jaume Amat,Jaume Amat,,-0.5,Male,
Carrer de Jaume Balmes,Jaume Balmes,,-0.5,Male,
Carrer de Jaume Balmes,Jaume Balmes,,-0.5,Male,
Carrer de Jaume Balmes,Jaume Balmes,,-0.5,Male,
Carrer de Jaume Borràs,Jaume Borràs,,-0.5,Male,
Carrer de Jaume Càncer,Jaume Càncer,,-0.5,Male,
Carrer de Jaume Casanovas,Jaume Casanovas,,-0.5,Male,
Carrer de Jaume Cascalls,Jaume Cascalls,,-0.5,Male,
Carrer de Jaume Codina,Jaume Codina,,-0.5,Male,
Carrer de Jaume Fabra,Jaume Fabra,,-0.5,Male,
Carrer de Jaume Giralt,Jaume Giralt,,-0.5,Male,
Carrer de Jaume Huguet,Jaume Huguet,,-0.5,Male,
Carrer de Jaume I,Jaume I,,-0.5,Male,
carrer de Jaume I,Jaume I,,-0.5,Male,
Carrer de Jaume I,Jaume I,,-0.5,Male,
Carrer de Jaume I el Conqueridor,Jaume I el Conqueridor,,-0.5,Male,
Carrer de Jaume Marco,Jaume Marco,,-0.5,Male,
Carrer de Jaume Martí,Jaume Martí,,-0.5,Male,
Carrer de Jaume Martí,Jaume Martí,,-0.5,Male,
Carrer de Jaume Mimó i Llobet,Jaume Mimó i Llobet,,-0.5,Male,
Carrer de Jaume Mimó i Llovet,Jaume Mimó i Llovet,,-0.5,Male,
Carrer de Jaume Passarell,Jaume Passarell,,-0.5,Male,
Carrer de Jaume Pinent,Jaume Pinent,,-0.5,Male,
Carrer de Jaume Piquet,Jaume Piquet,,-0.5,Male,
Carrer de Jaume Ribó,Jaume Ribó,,-0.5,Male,
Carrer de Jaume Roig,Jaume Roig,,-0.5,Male,
Carrer de Jaume Roig,Jaume Roig,,-0.5,Male,
Carrer de Jaume Solà,Jaume Solà,,-0.5,Male,
Carrer de Jaume Ventura i Tort,Jaume Ventura i Tort,,-0.5,Male,
Carrer de Jaume Ventura i Tort,Jaume Ventura i Tort,,-0.5,Male,
Carrer de Jaume Vidal,Jaume Vidal,,-0.5,Male,
Carrer de Jenaro Sancho,Jenaro Sancho,,-0.5,Male,
Carrer de Jesús,Jesús,,-0.5,Male,
Carrer de Joan Martí,Joan Martí,,-0.5,Male,
Carrer de Joanot Martorell,Joanot Martorell,,-0.5,Male,
Carrer de Joanot Martorell,Joanot Martorell,,-0.5,Male,
Carrer de Joaquim Ruyra,Joaquim Ruyra,,-0.5,Male,
Carrer de Joaquim Vayreda,Joaquim Vayreda,,-0.5,Male,
Carrer de Joaquin M. Bartrina,Joaquin M. Bartrina,,-0.5,Male,
Carrer de Johan Pfaff,Johan Pfaff,,-0.5,Male,
Carrer de Jordà,Jordà,,-0.5,Male,
Carrer de Jordi de Déu,Jordi de Déu,,-0.5,Male,
Carrer de Jordi de Sant Jordi,Jordi de Sant Jordi,,-0.5,Male,
Carrer de Jordi Girona,Jordi Girona,,-0.5,Male,
Carrer de Jordi Rubió i Balaguer,Jordi Rubió i Balaguer,,-0.5,Male,
Carrer de Josep Anselm Clave,Josep Anselm Clave,,-0.5,Male,
Carrer de Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Carrer de Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Carrer de Josep Anselm Clavé,Josep Anselm Clavé,,-0.5,Male,
Carrer de Josep Argemí,Josep Argemí,,-0.5,Male,
Carrer de Josep Balari,Josep Balari,,-0.5,Male,
Carrer de Josep Banús,Josep Banús,,-0.5,Male,
Carrer de Josep Bastús i Planes,Josep Bastús i Planes,,-0.5,Male,
Carrer de Josep Bertrand,Josep Bertrand,,-0.5,Male,
Carrer de Josep Brufau,Josep Brufau,,-0.5,Male,
Carrer de Josep Campreciós,Josep Campreciós,,-0.5,Male,
Carrer de Josep Campreciós,Josep Campreciós,,-0.5,Male,
Carrer de Josep Canalejas,Josep Canalejas,,-0.5,Male,
Carrer de Josep Canaleta,Josep Canaleta,,-0.5,Male,
Carrer de Josep Canals,Josep Canals,,-0.5,Male,
Carrer de Josep Carner,Josep Carner,,-0.5,Male,
Carrer de Josep Carreras Dexeus,Josep Carreras Dexeus,,-0.5,Male,
Carrer de Josep Ciurana,Josep Ciurana,,-0.5,Male,
Carrer de Josep Cuxart,Josep Cuxart,,-0.5,Male,
Carrer de Josep Echegaray,Josep Echegaray,,-0.5,Male,
Carrer de Josep Estivill,Josep Estivill,,-0.5,Male,
Carrer de Josep Feliu i Codina,Josep Feliu i Codina,,-0.5,Male,
Carrer de Josep Fiter,Josep Fiter,,-0.5,Male,
Carrer de Josep Garí,Josep Garí,,-0.5,Male,
Carrer de Josep Gras,Josep Gras,,-0.5,Male,
Carrer de Josep Guilera i Molas,Josep Guilera i Molas,,-0.5,Male,
Carrer de Josep Irla i Bosch,Josep Irla i Bosch,,-0.5,Male,
Carrer de Josep Irla i Bosch,Josep Irla i Bosch,,-0.5,Male,
Carrer de Josep Jover,Josep Jover,,-0.5,Male,
Carrer de Josep LLimona,Josep LLimona,,-0.5,Male,
Carrer de Josep Lluis Sert,Josep Lluis Sert,,-0.5,Male,
Carrer de Josep M. de Segarra,Josep M. de Segarra,,-0.5,Male,
Carrer de Josep Marià Sert,Josep Marià Sert,,-0.5,Male,
Carrer de Josep Marieges i Julià,Josep Marieges i Julià,,-0.5,Male,
Carrer de Josep Martorell,Josep Martorell,,-0.5,Male,
Carrer de Josep Masgrau i Tió,Josep Masgrau i Tió,,-0.5,Male,
Carrer de Josep Miquel Quintana,Josep Miquel Quintana,,-0.5,Male,
Carrer de Josep Modolell,Josep Modolell,,-0.5,Male,
Carrer de Josep Muntané i Almirall,Josep Muntané i Almirall,,-0.5,Male,
Carrer de Josep Panne,Josep Panne,,-0.5,Male,
Carrer de Josep Pedrosa,Josep Pedrosa,,-0.5,Male,
Carrer de Josep Pijoan,Josep Pijoan,,-0.5,Male,
Carrer de Josep Prats,Josep Prats,,-0.5,Male,
Carrer de Josep Puig i Cadafalch,Josep Puig i Cadafalch,,-0.5,Male,
Carrer de Josep Recort i Dagà,Josep Recort i Dagà,,-0.5,Male,
Carrer de Josep Ricart,Josep Ricart,,-0.5,Male,
Carrer de Josep Rodoreda,Josep Rodoreda,,-0.5,Male,
Carrer de Josep Romeu i Torelló,Josep Romeu i Torelló,,-0.5,Male,
Carrer de Josep Samitier,Josep Samitier,,-0.5,Male,
Carrer de Josep Sangenís,Josep Sangenís,,-0.5,Male,
Carrer de Josep Serrano,Josep Serrano,,-0.5,Male,
Carrer de Josep Soldevila,Josep Soldevila,,-0.5,Male,
carrer de Josep Sole i Barberà,Josep Sole i Barberà,,-0.5,Male,
Carrer de Josep Sunyol i Garriga,Josep Sunyol i Garriga,,-0.5,Male,
Carrer de Josep Sunyol i Garriga,Josep Sunyol i Garriga,,-0.5,Male,
Carrer de Josep Sunyol i Garriga,Josep Sunyol i Garriga,,-0.5,Male,
Carrer de Josep Tarradellas,Josep Tarradellas,,-0.5,Male,
Carrer de Josep Teixidor,Josep Teixidor,,-0.5,Male,
Carrer de Josep Trueta,Josep Trueta,,-0.5,Male,
Carrer de Josep Vicenç Foix,Josep Vicenç Foix,,-0.5,Male,
Carrer de Josep Viure,Josep Viure,,-0.5,Male,
Carrer de Josep Yxart,Josep Yxart,,-0.5,Male,
Carrer de Juan de Ávila,Juan de Ávila,,-0.5,Male,
Carrer de Juan de Garay,Juan de Garay,,-0.5,Male,
Carrer de Juan de la Cierva,Juan Cierva,,-0.5,Male,
Carrer de Juan de la Cierva,Juan Cierva,,-0.5,Male,
Carrer de Juan de Mena,Juan de Mena,,-0.5,Male,
Carrer de Juan de Padilla,Juan de Padilla,,-0.5,Male,
Carrer de Juan de Sada,Juan de Sada,,-0.5,Male,
Carrer de Juan de Sada,Juan de Sada,,-0.5,Male,
