calle,calle filtrada,calle filtrada2,fiabilidad,gender,wikipedia
Agrimensor Germán Barbato,Agrimensor Germán Barbato,,-0.5,Male,
Bartolomé Mitre,Bartolomé Mitre,,-0.5,Male,
Carlos A. Miles,Carlos  Miles,,-0.99,Male,
Pasaje Gobernador Francisco Xavier de Elio,Gobernador Francisco Xavier Elio,,-0.5,Male,
Wilson Ferreira Aldunate,Wilson Ferreira Aldunate,,-0.99,Male,
Circunvalación Doctor Enrique Tarigo,Circunvalación Doctor Enrique Tarigo,,-1.0,Male,
Héctor Gutiérrez Ruiz,Héctor Gutiérrez Ruiz,,-0.5,Male,
Zelmar Michelini,Zelmar Michelini,,-0.5,Male,
Julio Castro,Julio Castro,,-0.5,Male,
Carlos Quijano,Carlos Quijano,,-0.99,Male,
Doctor Aquiles R Lanza,Doctor Aquiles R Lanza,,-0.49,Male,
Avenida Gonzalo Ramírez,Gonzalo Ramírez,,-0.5,Male,
Víctor Rodríguez Andrade,Víctor Rodríguez Andrade,,-0.5,Male,
Carlos S Viana,Carlos S Viana,,-0.5,Male,
Francisco Reduello,Francisco Reduello,,-0.5,Male,
Domingo Petrarca,Domingo Petrarca,,-1.0,Male,
Bermudez,Bermudez,,-0.5,Male,
Ramón del Valle Inclan,Ramón  Inclan,,-0.5,Male,
Profesor Carlos Bacigalupi,Profesor Carlos Bacigalupi,,-0.5,Male,
José E Culta,José E Culta,,-0.3,Male,
Pedro Errazquin,Pedro Errazquin,,-0.5,Male,
Tristán Narvaja,Tristán Narvaja,,-0.5,Male,
Carlos Roxlo,Carlos Roxlo,,-0.99,Male,
Doctor Salvador Ferrer Serra,Doctor Salvador Ferrer Serra,,-0.5,Male,
Daniel Muñoz,Daniel Muñoz,,-0.5,Male,
Eduardo Acevedo,Eduardo Acevedo,,-1.0,Male,
Doctor Juan Antonio Rodríguez,Doctor Juan Antonio Rodríguez,,-0.5,Male,
Avenida General Rivera,General Rivera,,-0.5,Male,
Juan D. Jackson,Juan D. Jackson,,-0.99,Male,
Doctor Joaquín Requena,Doctor Joaquín Requena,,-0.5,Male,
General Pagola,General Pagola,,-0.5,Male,
Hugo Alfaro,Hugo Alfaro,,-1.0,Male,
Alfredo Caramella,Alfredo Caramella,,-1.0,Male,
Carlitos Roldan,Carlitos Roldan,,-1.0,Male,
Juan Paullier,Juan Paullier,,-0.99,Male,
Acevedo Díaz,Acevedo Díaz,,-0.5,Male,
Bulevar General Artigas,Bulevar General Artigas,,-1.0,Male,
Francisco Vidiella,Francisco Vidiella,,-0.5,Male,
Teniente Juan S Walcalde,Teniente Juan S Walcalde,,-0.5,Male,
Ramón y Cajal,Ramón y Cajal,,-0.48,Male,
Presidente Giro,Presidente Giro,,-1.0,Male,
Presidente Lorenzo Batlle,Presidente Lorenzo Batlle,,-0.99,Male,
Presidente Berro,Presidente Berro,,-1.0,Male,
Eduardo Víctor Haedo,Eduardo Víctor Haedo,,-1.0,Male,
Manuel Fernández Luna,Manuel Fernández Luna,,-0.5,Male,
Alejandro Beisso,Alejandro Beisso,,-1.0,Male,
Doctor Pablo de María,Doctor Pablo de María,,-0.5,Male,
Coronel Brandzen,Coronel Brandzen,,-1.0,Male,
Miguel del Corro,Miguel del Corro,,-1.0,Male,
Orestes Araujo,Orestes Araujo,,-0.5,Male,
Doctor Mario Cassinoni,Doctor Mario Cassinoni,,-0.5,Male,
Francisco Canaro,Francisco Canaro,,-0.5,Male,
Avenida Doctor Luis Morquio,Doctor Luis Morquio,,-0.5,Male,
Profesor Doctor Julio A. Bauzá,Profesor Doctor Julio  Bauzá,,-0.5,Male,
Morales,Morales,,-1.0,Male,
Doctor Gastón Ramón,Doctor Gastón Ramón,,-0.5,Male,
Pedro Campbell,Pedro Campbell,,-0.5,Male,
Bernabé Rivera,Bernabé Rivera,,-0.46,Male,
Lorenzo Carnelli,Lorenzo Carnelli,,-0.5,Male,
Doctor Andrés Martínez Trueba,Doctor Andrés Martínez Trueba,,-0.5,Male,
San Salvador,San Salvador,,-0.37,Male,
Doctor Carlos María Morales,Doctor Carlos María Morales,,-0.99,Male,
José Arismendi,José Arismendi,,-0.3,Male,
Doctor Emilio Frugoni,Doctor Emilio Frugoni,,-0.5,Male,
Doctor Horacio Abadie Santos,Doctor Horacio Abadie Santos,,-0.49,Male,
Doctor Lauro Muller,Doctor Lauro Muller,,-0.5,Male,
Doctor Luis Piera,Doctor Luis Piera,,-0.5,Male,
Joaquín de Salterain,Joaquín de Salterain,,-0.46,Male,
Cabo Polonio,Cabo Polonio,,-1.0,Male,
Doctor Antonio María Rodríguez,Doctor Antonio María Rodríguez,,-0.5,Male,
Doctor José María Muñoz,Doctor José María Muñoz,,-0.26,Male,
Avenida Ingeniero Luis P. Ponce,Ingeniero Luis P. Ponce,,-0.5,Male,
Avenida Brasil,Brasil,,-0.5,Male,
Francisco Araucho,Francisco Araucho,,-0.5,Male,
Edil Hugo Prato,Edil Hugo Prato,,-1.0,Male,
Julio Herrera y Reissig,Julio Herrera y Reissig,,-0.5,Male,
Pasaje Federico Renom,Federico Renom,,-0.5,Male,
Juan Parra del Riego,Juan Parra del Riego,,-0.99,Male,
Javier de Viana,Javier de Viana,,-0.5,Male,
Massini,Massini,,1.0,Male,
Pasaje Profesor Jeronimo Zolesi,Profesor Jeronimo Zolesi,,-0.5,Male,
Rambla Wilson,Rambla Wilson,,-0.5,Male,
Senda Doctor Ricardo Vecino,Senda Doctor Ricardo Vecino,,-0.37,Male,
Sendero Peatonal Maestro Wilhelm Kolischer,Peatonal Maestro Wilhelm Kolischer,,-0.5,Male,
Avenida Sarmiento,Sarmiento,,-0.5,Male,
Avenida José G. Requena García,José G. Requena García,,-0.29,Male,
Avenida Julio María Sosa,Julio María Sosa,,-0.48,Male,
Senda Nelson Landoni,Senda Nelson Landoni,,-0.45,Male,
Avenida Doctor Juan Andrés Cachon,Doctor Juan Andrés Cachon,,-0.5,Male,
Pasaje Domingo Laporte,Domingo Laporte,,-1.0,Male,
Pasaje Ernesto Laroche,Ernesto Laroche,,-0.5,Male,
Avenida Tomás Giribaldi,Tomás Giribaldi,,-1.0,Male,
Domingo Cullen,Domingo Cullen,,-1.0,Male,
Avenida Mariscal Estigarribia,Mariscal Estigarribia,,-0.5,Male,
José H. Figueira,José H. Figueira,,-0.29,Male,
Ingeniero Carlos María Maggiolo,Ingeniero Carlos María Maggiolo,,-0.49,Male,
Ingeniero Eduardo García de Zúñiga,Ingeniero Eduardo García de Zúñiga,,-0.5,Male,
Benito Nardone,Benito Nardone,,-0.5,Male,
Luis de la Torre,Luis de la Torre,,-0.5,Male,
Jorge Canning,Jorge Canning,,-1.0,Male,
Lord Ponsomby,Lord Ponsomby,,-0.47,Male,
Silvestre Blanco,Silvestre Blanco,,-0.49,Male,
General Arquitecto Alfredo Baldomir,General Arquitecto Alfredo Baldomir,,-1.0,Male,
Mario Arregui,Mario Arregui,,-0.5,Male,
Pasaje el Bañado,el Bañado,,-0.39,Male,
Avenida Luis Batlle Berres,Luis Batlle Berres,,-0.5,Male,
Joaquín Martori,Joaquín Martori,,-1.0,Male,
Pasaje G cuarta paralela al Sur de la Ruta,G cuarta paralela al Sur Ruta,,-0.25,Male,
Cornelio Guerra,Cornelio Guerra,,-0.5,Male,
Antonio Rubio,Antonio Rubio,,-0.5,Male,
Ombú,Ombú,,-1.0,Male,
Coronel José María Navajas,Coronel José María Navajas,,-0.5,Male,
Pasaje José Luis Panizza,José Luis Panizza,,-0.43,Male,
Bulevar Aparicio Saravia,Bulevar Aparicio Saravia,,-0.5,Male,
Camino Manuel Fortet,Manuel Fortet,,-0.5,Male,
Isidro Fynn,Isidro Fynn,,-0.5,Male,
Francisco Pizarro,Francisco Pizarro,,-0.5,Male,
Rembrandt,Rembrandt,,-0.5,Male,
Camino Colman,Colman,,-0.5,Male,
Arturo Despouey,Arturo Despouey,,-1.0,Male,
Avenida General San Martín,General San Martín,,-0.44,Male,
Pasaje Peatonal Cyro Scoseria,Peatonal Cyro Scoseria,,-0.5,Male,
Camino Carlos María de Pena,Carlos María Pena,,-0.49,Male,
Eugenio Alsina,Eugenio Alsina,,-0.5,Male,
Alberto Gómez Ruano,Alberto Gómez Ruano,,-1.0,Male,
Carmelo de Arzadum,Carmelo de Arzadum,,-1.0,Male,
Héctor Vigil,Héctor Vigil,,-0.5,Male,
Bulevar Jose Batlle Y Ordoñez,Bulevar Jose Batlle Y Ordoñez,,-0.49,Male,
Pasaje el Hornero,el Hornero,,-0.39,Male,
Doctor José María Fernández Saldaña,Doctor José María Fernández Saldaña,,-0.26,Male,
Antonio Soto Boy,Antonio Soto Boy,,-0.5,Male,
Continuación Francisco Álvarez,Continuación Francisco Álvarez,,-1.0,Male,
Sabiá,Sabiá,,-0.5,Male,
Doctor Enrique Badaracco,Doctor Enrique Badaracco,,-0.5,Male,
Pintos Cardeiros,Pintos Cardeiros,,-0.5,Male,
Francisco Álvarez,Francisco Álvarez,,-0.5,Male,
Doctor Teófilo Díaz,Doctor Teófilo Díaz,,-0.5,Male,
Cardenal,Cardenal,,-0.5,Male,
Luis A. Sciutto,Luis  Sciutto,,-0.5,Male,
Ricardo Lorenzo,Ricardo Lorenzo,,-1.0,Male,
Coronel Pedro de León,Coronel Pedro de León,,-0.5,Male,
Máximo Saenz,Máximo Saenz,,-1.0,Male,
Bulevar José Batlle y Ordóñez,Bulevar José Batlle y Ordóñez,,-0.29,Male,
Julio César Puppo el Hachero,Julio César Puppo el Hachero,,-0.5,Male,
Paralela al Oeste de Ferreiro,Paralela al Oeste de Ferreiro,,-0.47,Male,
Paralela al Sur de Antonio Soto,Paralela al Sur de Antonio Soto,,-0.48,Male,
Pasaje Peatonal Leoncio Lasso de la Vega,Peatonal Leoncio Lasso Vega,,-0.49,Male,
Alfredo Mario Ferreiro,Alfredo Mario Ferreiro,,-0.99,Male,
Avenida Millán,Millán,,-0.5,Male,
Huber Cheda,Huber Cheda,,-0.5,Male,
Juan Pablo II,Juan Pablo II,,-0.99,Male,
Juan Bautista Saá,Juan Bautista Saá,,-0.99,Male,
Héctor Suppici Sedes,Héctor Suppici Sedes,,-0.5,Male,
General Hornos,General Hornos,,-0.5,Male,
Julián Laguna,Julián Laguna,,-0.5,Male,
José Llupes,José Llupes,,-0.3,Male,
Timote,Timote,,-1.0,Male,
Doctor Carlos María de Peña,Doctor Carlos María de Peña,,-0.49,Male,
Pasaje Guevara,Guevara,,-0.5,Male,
Avenida Cost Luis Queirolo Repetto,Cost Luis Queirolo Repetto,,-0.99,Male,
Vittorio Veneto,Vittorio Veneto,,-0.5,Male,
Silvestre Pérez Bravo,Silvestre Pérez Bravo,,-0.49,Male,
Doctor Emilio a Bonnecarrere,Doctor Emilio a Bonnecarrere,,-0.5,Male,
Miguel Jaureguiberry,Miguel Jaureguiberry,,-1.0,Male,
Carlos María Herrera,Carlos María Herrera,,-0.99,Male,
Carlos de la Vega,Carlos de la Vega,,-0.99,Male,
Pasaje Peatonal Antonio Saenz,Peatonal Antonio Saenz,,-1.0,Male,
Pasaje Peatonal Carmelo Calvo,Peatonal Carmelo Calvo,,-0.5,Male,
Pasaje Peatonal José Tomás Mujica,Peatonal José Tomás Mujica,,-0.3,Male,
José Prat,José Prat,,-0.3,Male,
Pasaje Francisco Morales,Francisco Morales,,-0.5,Male,
Pasaje Pedro Damasio Márquez,Pedro Damasio Márquez,,-0.5,Male,
Luis de Lima Padrón,Luis de Lima Padrón,,-0.5,Male,
Pasaje Juan Delgado,Juan Delgado,,-0.99,Male,
Pasaje Antonio García de Avila,Pasaje Antonio García ila,,-0.5,Male,
Francisco García de la Paz,Francisco García de la Paz,,-0.5,Male,
Pasaje Juan de Morales,Juan Morales,,-0.99,Male,
Pasaje Tomás de Aquino,Tomás Aquino,,-1.0,Male,
Pasaje Juan González Amaro,Juan González Amaro,,-0.99,Male,
Pasaje Domingo Albertos de Cáceres,Domingo Albertos Cáceres,,-1.0,Male,
Pasaje Ambrosio Agustín López,Ambrosio Agustín López,,-0.5,Male,
Pasaje Peatonal C,Peatonal C,,-0.26,Male,
Pasaje Ángel García,Ángel García,,-0.5,Male,
José de Vera Perdomo,José de Vera Perdomo,,-0.25,Male,
Carlos Ángel Garré,Carlos Ángel Garré,,-0.99,Male,
Juan Martínez de los Santos,Juan Martínez de los Santos,,-0.99,Male,
Antonio Méndez,Antonio Méndez,,-0.5,Male,
Juan de Vera Suárez,Juan de Vera Suárez,,-0.49,Male,
Juan Camejo Soto,Juan Camejo Soto,,-0.99,Male,
Isidro Pérez de Roxas,Isidro Pérez de Roxas,,-1.0,Male,
Tomás González Padrón,Tomás González Padrón,,-1.0,Male,
Francisco Luis,Francisco Luis,,-0.5,Male,
Juan Alonso Castellano,Juan Alonso Castellano,,-0.99,Male,
Jacinto de Serpa,Jacinto de Serpa,,-0.5,Male,
Francisco de Armas,Francisco de Armas,,-0.5,Male,
José de la Sierra,José de la Sierra,,-0.29,Male,
Tomás de la Sierra,Tomás de la Sierra,,-0.93,Male,
Pedro de Almeda,Pedro de Almeda,,-0.5,Male,
José de León,José de León,,-0.29,Male,
Cristobal Cayetano de Herrera,Cristobal Cayetano de Herrera,,-0.5,Male,
José Fernández Medina,José Fernández Medina,,-0.29,Male,
Joaquín Pose,Joaquín Pose,,-0.5,Male,
Bernardo de Guzmán,Bernardo de Guzmán,,-0.5,Male,
Profesor Doctor Pedro Alberto Barcia,Profesor Doctor Pedro Alberto Barcia,,-0.5,Male,
Fernando Torres,Fernando Torres,,-0.5,Male,
Diógenes Hecquet,Diógenes Hecquet,,-0.5,Male,
Villavicencio,vicencio,,-1.0,Male,
Camino Edison,Edison,,-0.99,Male,
Isaac Albeniz,Isaac Albeniz,,-1.0,Male,
Pedro de Valdivia,Pedro de Valdivia,,-0.5,Male,
Antonio María Márquez,Antonio María Márquez,,-0.5,Male,
Marín,Marín,,-0.5,Male,
San Francisco,San Francisco,,-0.5,Male,
Sánchez,Sánchez,,-0.5,Male,
Avenida General Eugenio Garzón,General Eugenio Garzón,,-0.5,Male,
Waldemar Hansen,Waldemar Hansen,,-0.5,Male,
Volta,Volta,,-0.35,Male,
Julio Piquet,Julio Piquet,,-0.5,Male,
Luis Brandi,Luis Brandi,,-0.48,Male,
Adolfo Rodríguez,Adolfo Rodríguez,,-1.0,Male,
Doctor Pedro Ibarra,Doctor Pedro Ibarra,,-0.5,Male,
Doctor Mario Rinaldi Guerra,Doctor Mario Rinaldi Guerra,,-0.5,Male,
Martín Ximeno,Martín Ximeno,,-0.5,Male,
Santiago del Estero,Santiago del Estero,,-1.0,Male,
Danubio,Danubio,,-0.5,Male,
Reims,Reims,,-0.5,Male,
Rufino Blanco Fombona,Rufino Blanco Fombona,,-0.5,Male,
Enrique George,Enrique George,,-0.5,Male,
Terencio,Terencio,,-0.5,Male,
Mauricio Maeterlink,Mauricio Maeterlink,,-0.5,Male,
Pasteur,Pasteur,,-0.5,Male,
Lucrecio,Lucrecio,,-0.5,Male,
Alejandro Dumas,Alejandro Dumas,,-1.0,Male,
Víctor Dotti,Víctor Dotti,,-0.5,Male,
Nicolas Fusco Sansone,Nicolas Fusco Sansone,,-1.0,Male,
Adolfo Montiel Ballesteros,Adolfo Montiel Ballesteros,,-1.0,Male,
Hudson,Hudson,,-0.48,Male,
Jules Supervielle,Jules Supervielle,,-0.49,Male,
Pablo Minelli González,Pablo Minelli González,,-1.0,Male,
Juan Mario Magallanes,Juan Mario Magallanes,,-0.99,Male,
Watt,Watt,,-0.5,Male,
Camino General Máximo Santos,General Máximo Santos,,-0.48,Male,
Miguel A. Chiappe,Miguel  Chiappe,,-1.0,Male,
Ignacio Rivas,Ignacio Rivas,,-1.0,Male,
Olegario Andrade,Olegario Andrade,,-0.5,Male,
José Caparroz,José Caparroz,,-0.3,Male,
Newton,Newton,,-0.5,Male,
Fulton,Fulton,,-1.0,Male,
Franklin,Franklin,,-0.49,Male,
Marconi,Marconi,,-0.5,Male,
Moltke,Moltke,,-0.5,Male,
Lafayette,Lafayette,,-0.5,Male,
Alcides de María,Alcides de María,,-0.4,Male,
Felipe Pérez de Sosa,Felipe Pérez de Sosa,,-0.5,Male,
Tomás Texera,Tomás Texera,,-1.0,Male,
Pedro A. Boggiani,Pedro  Boggiani,,-1.0,Male,
Gabriel Velazco,Gabriel Velazco,,-0.49,Male,
Aragón,Aragón,,-0.5,Male,
Lorenzo Calleros,Lorenzo ros,,-0.5,Male,
Bernardo Susviela,Bernardo Susviela,,-0.5,Male,
Fray Generoso Pérez,Fray Generoso Pérez,,-0.5,Male,
Avenida Carlos María de Pena,Carlos María Pena,,-0.49,Male,
Cipriano Castro Pianito,Cipriano Castro Pianito,,-0.99,Male,
Luis Giralt,Luis Giralt,,-0.5,Male,
Elias Regules,Elias Regules,,-0.5,Male,
Tahim,Tahim,,-0.5,Male,
Carlos Santurio,Carlos Santurio,,-0.99,Male,
Bernardino Guas,Bernardino Guas,,-1.0,Male,
Gustavo Adolfo Becquer,Gustavo Adolfo Becquer,,-0.5,Male,
Pastor,Pastor,,-0.5,Male,
Domingo Torres,Domingo Torres,,-1.0,Male,
Claudio Ptolomeo,Claudio Ptolomeo,,-0.5,Male,
Carlos Ferreri Odetto,Carlos Ferreri Odetto,,-0.99,Male,
Benito Álvarez,Benito Álvarez,,-0.5,Male,
Coronel Olavarria,Coronel Olavarria,,-0.5,Male,
Emilio J Neffa,Emilio J Neffa,,-0.5,Male,
Eduardo Pondal,Eduardo Pondal,,-1.0,Male,
Waterloo,Waterloo,,-0.5,Male,
Francisco Miranda,Francisco Miranda,,-0.48,Male,
General Antonio Díaz,General Antonio Díaz,,-0.5,Male,
Duque de los Abruzzos,Duque de los Abruzzos,,-0.47,Male,
Pasaje Tres Cruces,Tres Cruces,,-0.46,Male,
Carlos Tellier,Carlos Tellier,,-0.99,Male,
General Agustín Muñoz,General Agustín Muñoz,,-0.5,Male,
Paralela a Carlos Tellier,Paralela a Carlos Tellier,,-0.47,Male,
Eulogio Caballero,Eulogio Caballero,,-0.99,Male,
Continuación Miguel Coppetti,Continuación Miguel Coppetti,,-1.0,Male,
José Castro,José Castro,,-0.3,Male,
Miguel J Coppetti,Miguel J Coppetti,,-1.0,Male,
Francisco N Oliveres,Francisco N Oliveres,,-0.5,Male,
Adolfo Rodríguez Mallarini,Adolfo Rodríguez Mallarini,,-1.0,Male,
Pasaje Zapara,Zapara,,-0.5,Male,
Pasaje Carlos Tellier,Carlos Tellier,,-0.99,Male,
Pasaje Pereo Barrio Nuevo Causeglia,Pereo Barrio Nuevo Causeglia,,-0.5,Male,
Pasaje C Barrio Nuevo Causeglia,C Barrio Nuevo Causeglia,,-0.26,Male,
Ruta Nacional Doctor Hugo Batalla,Ruta Nacional Doctor Hugo Batalla,,-0.28,Male,
Cont. Camambú,Cont. Camambú,,-1.0,Male,
Antonio Zubillaga,Antonio Zubillaga,,-0.5,Male,
Gregorio Camino,Gregorio,,-0.99,Male,
Humboldt,Humboldt,,-0.5,Male,
Elbio Fernández,Elbio Fernández,,-0.5,Male,
Ferreira y Artigas,Ferreira y Artigas,,-0.25,Male,
Rodolfo Rincón,Rodolfo,,-0.5,Male,
Bulevar Doctor Manuel Herrera y Obes,Bulevar Doctor Manuel Herrera y Obes,,-0.5,Male,
Gowland,Gowland,,-1.0,Male,
Adolfo Vaillant,Adolfo Vaillant,,-1.0,Male,
Vicente Yañez Pinzón,Vicente Yañez Pinzón,,-1.0,Male,
Doctor Jacinto de León,Doctor Jacinto de León,,-0.5,Male,
Gobernador del Pino,Gobernador del Pino,,-0.35,Male,
Juan C. Molina,Juan  Molina,,-0.5,Male,
Pedro Giralt,Pedro Giralt,,-0.5,Male,
José Mármol,José Mármol,,-0.3,Male,
Ruperto Pérez Martínez,Ruperto Pérez Martínez,,-0.5,Male,
Dionisio Coronel,Dionisio Coronel,,-1.0,Male,
Pedro Celestino Bauzá,Pedro Celestino Bauzá,,-0.5,Male,
Benito Riquet,Benito Riquet,,-0.5,Male,
Baltasar Montero Vidaurreta,Baltasar Montero Vidaurreta,,-0.5,Male,
Doctor Martín Berinduague,Doctor Martín Berinduague,,-0.5,Male,
Ramón Tabarez,Ramón Tabarez,,-0.5,Male,
Doctor Raúl Moretti,Doctor Raúl Moretti,,-1.0,Male,
Doctor Pedro Castellino,Doctor Pedro Castellino,,-1.0,Male,
Romeo Bezzoso Tabarez,Romeo Bezzoso Tabarez,,-0.5,Male,
Vigo,Vigo,,-0.5,Male,
Calera de las Huérfanas,Calera de las Huérfanas,,-0.46,Male,
Pasaje Central Asentamiento Barrio Un,Pasaje  Asentamiento Barrio Un,,-0.5,Male,
Continuación José Mármol Asentamiento Barri,Continuación José Mármol Asentamiento Barri,,-0.64,Male,
Continuación Leonardo Olivera,Continuación Leonardo Olivera,,-0.5,Male,
Pasaje Benito Riquet,Benito Riquet,,-0.5,Male,
Joaquín R. Sánchez,Joaquín R. Sánchez,,-0.44,Male,
Emilio Romero,Emilio Romero,,-0.5,Male,
Leonardo Olivera,Leonardo Olivera,,-0.5,Male,
Doctor José María Vidal,Doctor José María Vidal,,-0.26,Male,
Rambla Doctor Baltasar Brum,Rambla Doctor Baltasar Brum,,-0.5,Male,
Joaquín Canabal,Joaquín Canabal,,-0.5,Male,
Luis de la Peña,Luis de la Peña,,-0.5,Male,
Maestro José Romanello,Maestro José Romanello,,-0.3,Male,
Queguay Chico,Queguay Chico,,-0.97,Male,
Vicente Basagoity,Vicente Basagoity,,-1.0,Male,
Bulevar Doctor Manuel Herrera Y Obes,Bulevar Doctor Manuel Herrera Y Obes,,-0.5,Male,
Belvedere,Belvedere,,-0.5,Male,
Gregorio Mas,Gregorio Mas,,-0.99,Male,
Coronel Bolognese,Coronel Bolognese,,-0.5,Male,
Pedro Galán,Pedro Galán,,-0.5,Male,
José B Freire,José B Freire,,-0.29,Male,
Félix Artau,Félix Artau,,-1.0,Male,
Juan B. Pandiani,Juan B. Pandiani,,-0.99,Male,
Doctor Pedro Visca,Doctor Pedro Visca,,-0.5,Male,
Doctor Rodolfo Larrea,Doctor Rodolfo Larrea,,-0.5,Male,
Julián Álvarez,Julián Álvarez,,-0.5,Male,
Mariano Sagasta,Mariano Sagasta,,-0.5,Male,
Capitán Florencio,Capitán Florencio,,-0.5,Male,
San Mateo,San Mateo,,-0.5,Male,
Juan Antonio Artigas,Juan Antonio Artigas,,-0.5,Male,
Francisco Piria,Francisco Piria,,-0.5,Male,
Pasaje Norte,Norte,,-0.5,Male,
Cayetano Rivas,Cayetano Rivas,,-0.5,Male,
Francisco Calabuig,Francisco Calabuig,,-0.5,Male,
Doctor Vázquez Sagastume,Doctor Vázquez Sagastume,,-0.5,Male,
Ángel Salvo,Ángel Salvo,,-1.0,Male,
Del Cid,Del Cid,,-0.37,Male,
Paralela al Sur de Conciliación,Paralela al Sur de Conciliación,,-0.48,Male,
Paralela al Este de del Cid,Paralela al Este de del Cid,,-0.48,Male,
Juan María Gutiérrez,Juan María Gutiérrez,,-0.99,Male,
Juan José Durán,Juan José Durán,,-0.99,Male,
Domingo Luis Bordoli,Domingo Luis Bordoli,,-1.0,Male,
Marcos Muñoz,Marcos Muñoz,,-0.5,Male,
Marcelino Díaz García,Marcelino Díaz García,,-0.5,Male,
Felipe Caballero,Felipe Caballero,,-1.0,Male,
Capitán Osorio,Capitán Osorio,,-0.5,Male,
Adrián Medina,Adrián Medina,,-0.47,Male,
Camino Castro,Castro,,-0.5,Male,
Juan José Aguiar,Juan José Aguiar,,-0.5,Male,
Avenida Julio Raúl Mendilaharsu,Julio Raúl Mendilaharsu,,-0.5,Male,
Capitán Basedas,Capitán Basedas,,-1.0,Male,
Avenida Carlos Brussa,Carlos Brussa,,-0.99,Male,
Sendero Peatonal Juan Cunha,Peatonal Juan Cunha,,-0.5,Male,
San Miguel,San Miguel,,-0.5,Male,
Avenida Arquitecto Juan Pablo Terra,Arquitecto Juan Pablo Terra,,-0.5,Male,
Fernando Quijano,Fernando Quijano,,-0.5,Male,
Lucas Obes,Lucas Obes,,-0.5,Male,
Rambla Doctor José Pedro Cardoso,Rambla Doctor José Pedro Cardoso,,-0.42,Male,
Pablo Zufriategui,Pablo Zufriategui,,-1.0,Male,
Inocencio Raffo Arrosa,Inocencio Raffo Arrosa,,-0.5,Male,
Valentin Gómez,Valentin Gómez,,-0.67,Male,
Amado Nervo,Amado Nervo,,-0.5,Male,
General Doroteo Enciso,General Doroteo Enciso,,-0.5,Male,
Contador Carlos Scheck Aldabe,Contador Carlos Scheck Aldabe,,-0.5,Male,
Lozano,Lozano,,-0.5,Male,
Avenida León Ribeiro,León Ribeiro,,-0.5,Male,
Adolfo Berro,Adolfo Berro,,-1.0,Male,
Juan M. Bonifaz,Juan M. Bonifaz,,-0.99,Male,
Sendero Peatonal Jaures Lamarque Pons,Peatonal Jaures Lamarque Pons,,-0.5,Male,
Joaquín Diego Pereyra,Joaquín Diego Pereyra,,-0.5,Male,
Francisco Gómez,Francisco Gómez,,-0.5,Male,
Manuel Correa,Manuel Correa,,-0.5,Male,
Enrique Turini,Enrique Turini,,-0.5,Male,
Félix María Olmedo,Félix María Olmedo,,-0.29,Male,
Federico García Lorca,Federico García Lorca,,-0.5,Male,
Félix Olmedo,Félix Olmedo,,-1.0,Male,
Blás Basualdo,Blás Basualdo,,-1.0,Male,
Bernabé Caravia,Bernabé Caravia,,-0.5,Male,
Coronel Santiago Labandera,Coronel Santiago Labandera,,-0.5,Male,
Coronel Wenceslao Regules,Coronel Wenceslao Regules,,-1.0,Male,
Alberto Flangini,Alberto Flangini,,-1.0,Male,
Pasaje Salvador Guerra,Salvador Guerra,,-0.5,Male,
Pasaje Denis,Denis,,-0.67,Male,
Solís Grande,Solís Grande,,-0.5,Male,
Hermanos Gil,Hermanos Gil,,-0.99,Male,
Bulevar General Artigas,Bulevar General Artigas,,-1.0,Male,
San Carlos,San Carlos,,-0.46,Male,
Juan Bautista Crosa,Juan Bautista Crosa,,-0.5,Male,
Miguel Otto Cione,Miguel Otto Cione,,-1.0,Male,
Walter Scott,Walter Scott,,-1.0,Male,
Lord Byron,Lord Byron,,-0.49,Male,
Moliére,Moliére,,-0.5,Male,
Manuel Benavente,Manuel Benavente,,-0.5,Male,
Arthur N Wimpy García,Arthur N Wimpy García,,-0.49,Male,
Enrique Casaravilla,Enrique ravilla,,-0.5,Male,
Manuel de Castro,Manuel de Castro,,-0.5,Male,
Senen Rodríguez,Senen Rodríguez,,-0.48,Male,
Juan José Morosoli,Juan José Morosoli,,-0.99,Male,
Camino José Durán,José Durán,,-0.3,Male,
Henderson,Henderson,,-0.5,Male,
Chamberlain,Chamberlain,,-0.43,Male,
Camino Coronel Raiz,Coronel Raiz,,-0.5,Male,
Lincoln,Lincoln,,-0.49,Male,
Thomas Carlyle,Thomas Carlyle,,-0.99,Male,
Morse,Morse,,-0.5,Male,
Milton,Milton,,-0.5,Male,
Goethe,Goethe,,-0.5,Male,
Emilio Carlos Tacconi,Emilio Carlos Tacconi,,-0.5,Male,
Guillermo Cuadri Santos Garrido,Guillermo Cuadri Santos Garrido,,-0.49,Male,
Lope de Vega,Lope de Vega,,-0.36,Male,
Francisco Petrarca,Francisco Petrarca,,-0.5,Male,
Heine,Heine,,-0.5,Male,
Dante Alighieri,Dante Alighieri,,-0.49,Male,
Humberto Zarrilli,Humberto Zarrilli,,-0.5,Male,
Ingeniero Alberto Caubarrere,Ingeniero Alberto Caubarrere,,-0.5,Male,
Carlos Balsan,Carlos Balsan,,-0.99,Male,
Rodolfo Bermúdez,Rodolfo Bermúdez,,-0.5,Male,
Héctor Gómez,Héctor Gómez,,-0.5,Male,
Juvenal Ortiz Saralegui,Juvenal Ortiz Saralegui,,-0.49,Male,
